CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/10/2018,1:40,BRONX,10457,40.84889,-73.891884,"(40.84889, -73.891884)",,,2078      ARTHUR AVENUE                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3826745,Sedan,Sedan,,,
03/14/2016,12:15,,,40.75473,-73.7537,"(40.75473, -73.7537)",,,56 AVENUE                               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3427264,4 dr sedan,Sedan,,,
07/20/2018,17:30,QUEENS,11373,40.736248,-73.87868,"(40.736248, -73.87868)",GRAND AVENUE                    ,SEABURY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3945131,Sedan,Sedan,,,
07/22/2014,13:20,QUEENS,11367,40.7285596,-73.8285226,"(40.7285596, -73.8285226)",137 STREET                      ,JEWEL AVENUE                    ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,997564,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/30/2015,8:30,,,,,,WHITE PLAINS AVENUE             ,SEWARD AVENUE                   ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3212941,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/05/2019,11:00,QUEENS,11435,40.704845,-73.80928,"(40.704845, -73.80928)",SUTPHIN BOULEVARD               ,88 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4092184,Sedan,Sedan,,,
06/08/2019,4:15,MANHATTAN,10032,40.842438,-73.93926,"(40.842438, -73.93926)",BROADWAY                        ,WEST 170 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4148079,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/21/2016,10:50,BROOKLYN,11212,40.667328,-73.908844,"(40.667328, -73.908844)",,,300       SUTTER AVENUE                 ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3484694,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
03/22/2013,17:38,,,,,,NOBLE AVENUE                    ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82594,TAXI,SPORT UTILITY / STATION WAGON,,,
10/26/2019,11:40,QUEENS,11419,40.685654,-73.828636,"(40.685654, -73.828636)",LIBERTY AVENUE                  ,114 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4230483,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/11/2020,17:04,BROOKLYN,11249,40.699482,-73.96104,"(40.699482, -73.96104)",CLASSON AVENUE                  ,KENT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4300429,Station Wagon/Sport Utility Vehicle,,,,
07/20/2018,19:20,,,,,,BAYCHESTER AVENUE               ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3944984,Sedan,,,,
03/07/2017,20:45,,,40.736412,-73.74183,"(40.736412, -73.74183)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3627823,Sedan,,,,
08/17/2017,9:00,,,40.693733,-73.990456,"(40.693733, -73.990456)",COURT STREET                    ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3732359,Sedan,Sedan,,,
10/15/2015,21:15,BROOKLYN,11237,40.6942605,-73.9103549,"(40.6942605, -73.9103549)",JEFFERSON AVENUE                ,KNICKERBOCKER AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316501,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/22/2017,16:43,BROOKLYN,11213,40.669735,-73.93104,"(40.669735, -73.93104)",UTICA AVENUE                    ,LINCOLN PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3771542,Sedan,Bike,,,
09/16/2019,13:33,MANHATTAN,10065,40.763733,-73.962074,"(40.763733, -73.962074)",2 AVENUE                        ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4206901,Taxi,Van,,,
08/06/2016,9:30,MANHATTAN,10013,40.725582,-74.00492,"(40.725582, -74.00492)",,,238       SPRING STREET                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,3494798,Sedan,Sedan,,,
08/12/2014,18:30,BROOKLYN,11235,40.5839003,-73.9387393,"(40.5839003, -73.9387393)",EMMONS AVENUE                   ,NOSTRAND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,1007876,PASSENGER VEHICLE,VAN,,,
03/01/2016,13:38,QUEENS,11004,40.7361595,-73.7137011,"(40.7361595, -73.7137011)",HILLSIDE AVENUE                 ,LITTLE NECK PARKWAY             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3397604,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/11/2015,9:00,QUEENS,11361,40.7679545,-73.7783377,"(40.7679545, -73.7783377)",KENNEDY STREET                  ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3238344,PASSENGER VEHICLE,OTHER,,,
06/24/2019,18:05,BRONX,10461,40.838837,-73.84424,"(40.838837, -73.84424)",,,2511      WESTCHESTER AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4158091,Sedan,Sedan,,,
03/22/2018,12:30,MANHATTAN,10001,40.751656,-73.99014,"(40.751656, -73.99014)",7 AVENUE                        ,WEST 35 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3868108,Sedan,Sedan,,,
05/29/2020,21:40,QUEENS,11377,40.73725,-73.91799,"(40.73725, -73.91799)",48 STREET                       ,50 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4316657,Station Wagon/Sport Utility Vehicle,,,,
02/13/2018,12:26,MANHATTAN,10001,40.75458,-73.99915,"(40.75458, -73.99915)",10 AVENUE                       ,WEST 34 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3847084,Sedan,,,,
03/08/2018,17:35,QUEENS,11435,40.68747,-73.794785,"(40.68747, -73.794785)",112 AVENUE                      ,SUTPHIN BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3859508,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/19/2016,13:00,QUEENS,11101,40.7471204,-73.9423823,"(40.7471204, -73.9423823)",44 DRIVE                        ,JACKSON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3373679,PASSENGER VEHICLE,,,,
09/26/2020,10:25,QUEENS,11413,40.68344,-73.7347,"(40.68344, -73.7347)",128 AVENUE                      ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4351728,Sedan,Sedan,,,
01/15/2016,16:30,,,40.7309373,-73.8738137,"(40.7309373, -73.8738137)",,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3374292,PASSENGER VEHICLE,OTHER,,,
03/08/2018,12:50,STATEN ISLAND,10308,40.54573,-74.155205,"(40.54573, -74.155205)",RAMBLEWOOD AVENUE               ,OAKDALE STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3860113,Station Wagon/Sport Utility Vehicle,,,,
04/01/2015,22:15,BROOKLYN,11211,40.7151446,-73.95637,"(40.7151446, -73.95637)",ROEBLING STREET                 ,NORTH 5 STREET                  ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3196564,AMBULANCE,TAXI,,,
04/28/2018,17:00,QUEENS,11414,40.66576,-73.837006,"(40.66576, -73.837006)",155 AVENUE                      ,HURON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3889913,Sedan,,,,
01/12/2017,11:40,BROOKLYN,11233,40.685535,-73.924,"(40.685535, -73.924)",,,791       HANCOCK STREET                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3597092,Sedan,Sedan,,,
08/25/2019,13:43,,,40.57813,-74.16286,"(40.57813, -74.16286)",,,11        WINDHAM LOOP                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4194216,Station Wagon/Sport Utility Vehicle,,,,
01/29/2018,19:39,,,40.79166,-73.96469,"(40.79166, -73.96469)",WEST 96 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3838307,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/28/2016,19:00,BROOKLYN,11214,40.608086,-73.99636,"(40.608086, -73.99636)",,,1953      81 STREET                     ,1,0,0,0,0,0,1,0,Backing Unsafely,Passing or Lane Usage Improper,Unspecified,Unspecified,,3569340,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
07/04/2015,20:34,,,,,,WATERS PLACE                    ,WESTCHESTER AVENUE              ,,1,0,0,0,0,0,1,0,Steering Failure,,,,,3252363,PASSENGER VEHICLE,,,,
02/18/2019,16:10,BROOKLYN,11228,40.619785,-74.011566,"(40.619785, -74.011566)",,,7812      12 AVENUE                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4083813,Station Wagon/Sport Utility Vehicle,Bike,,,
01/15/2016,11:05,BRONX,10468,40.8599772,-73.9007864,"(40.8599772, -73.9007864)",EAST 184 STREET                 ,MORRIS AVENUE                   ,,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Other Vehicular,Unspecified,,,3371191,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
07/18/2019,19:20,BROOKLYN,11206,40.694485,-73.93735,"(40.694485, -73.93735)",HART STREET                     ,LEWIS AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4177377,Station Wagon/Sport Utility Vehicle,,,,
03/20/2013,5:44,QUEENS,11356,40.7786169,-73.8388611,"(40.7786169, -73.8388611)",130 STREET                      ,23 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,249521,OTHER,PASSENGER VEHICLE,,,
01/24/2017,20:40,,,40.703815,-73.89106,"(40.703815, -73.89106)",65 STREET                       ,OTTO ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3603953,Station Wagon/Sport Utility Vehicle,Taxi,,,
07/09/2016,23:00,MANHATTAN,10033,40.85206,-73.934784,"(40.85206, -73.934784)",WEST 184 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3478977,4 dr sedan,,,,
05/01/2014,9:55,,,,,,,,P/L OF 4343 AMBOY ROAD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,328587,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
05/11/2019,22:10,BRONX,10458,40.85885,-73.885956,"(40.85885, -73.885956)",HOFFMAN STREET                  ,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4129879,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/13/2016,18:30,QUEENS,11435,40.6973986,-73.8095109,"(40.6973986, -73.8095109)",95 AVENUE                       ,143 STREET                      ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3371393,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,,
10/04/2014,1:55,MANHATTAN,10001,40.7448014,-73.9914181,"(40.7448014, -73.9914181)",WEST 26 STREET                  ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,1033266,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
03/02/2020,8:57,BROOKLYN,11235,40.583107,-73.954155,"(40.583107, -73.954155)",NEPTUNE AVENUE                  ,SHORE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4296539,Sedan,Bus,,,
09/21/2015,13:30,MANHATTAN,10007,40.7115348,-74.0104641,"(40.7115348, -74.0104641)",FULTON STREET                   ,CHURCH STREET                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3300607,LIVERY VEHICLE,BUS,,,
06/21/2016,17:00,BROOKLYN,11231,40.67236,-74.01123,"(40.67236, -74.01123)",,,1         BEARD STREET                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3468215,Sedan,,,,
09/24/2020,16:00,,,40.831196,-73.90026,"(40.831196, -73.90026)",EAST 169 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4351876,Taxi,Sedan,,,
09/13/2015,4:04,BROOKLYN,11216,40.6734216,-73.9501643,"(40.6734216, -73.9501643)",NOSTRAND AVENUE                 ,PARK PLACE                      ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,3296403,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
11/21/2019,22:15,MANHATTAN,10036,40.757584,-73.98213,"(40.757584, -73.98213)",,,1185      AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4245973,Van,Taxi,,,
06/10/2015,2:55,,,40.8622719,-73.8721899,"(40.8622719, -73.8721899)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3237347,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
02/03/2014,8:30,BRONX,10465,40.8269812,-73.8307911,"(40.8269812, -73.8307911)",LAFAYETTE AVENUE                ,BALCOM AVENUE                   ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,91866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/27/2014,19:20,BROOKLYN,11203,40.6517331,-73.930381,"(40.6517331, -73.930381)",CHURCH AVENUE                   ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,359175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/20/2015,19:10,BROOKLYN,11224,40.5815185,-73.9673331,"(40.5815185, -73.9673331)",WEST AVENUE                     ,OCEAN PARKWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3300143,PASSENGER VEHICLE,VAN,,,
07/23/2012,16:40,BROOKLYN,11235,40.5908625,-73.9606243,"(40.5908625, -73.9606243)",CONEY ISLAND AVENUE             ,DESMOND COURT                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,Unspecified,,,116429,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/22/2017,10:00,,,40.683357,-73.79726,"(40.683357, -73.79726)",ROCKAWAY BOULEVARD              ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3795609,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/14/2019,3:55,BRONX,10474,40.808983,-73.89439,"(40.808983, -73.89439)",,,1101      OAK POINT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4153151,Tractor Truck Gasoline,Station Wagon/Sport Utility Vehicle,,,
09/08/2017,17:00,,,40.612644,-74.13073,"(40.612644, -74.13073)",JEWETT AVENUE                   ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3746067,Sedan,Sedan,,,
12/06/2016,23:00,,,40.85535,-73.91836,"(40.85535, -73.91836)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,3574540,Station Wagon/Sport Utility Vehicle,,,,
08/14/2018,12:20,MANHATTAN,10036,40.76073,-73.99467,"(40.76073, -73.99467)",,,610       10 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3960839,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/29/2015,20:30,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3211984,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2019,17:30,,,40.821262,-73.94608,"(40.821262, -73.94608)",WEST 141 STREET                 ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4252891,Station Wagon/Sport Utility Vehicle,Sedan,,,
02/04/2020,21:24,QUEENS,11434,40.673008,-73.78809,"(40.673008, -73.78809)",150 STREET                      ,ROCKAWAY BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4283942,Station Wagon/Sport Utility Vehicle,,,,
10/16/2014,12:50,MANHATTAN,10027,40.8141445,-73.9557055,"(40.8141445, -73.9557055)",WEST 126 STREET                 ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2808757,PASSENGER VEHICLE,UNKNOWN,,,
09/19/2017,17:00,,,40.820644,-73.93072,"(40.820644, -73.93072)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3755793,Box Truck,Station Wagon/Sport Utility Vehicle,,,
09/12/2012,14:25,QUEENS,11434,40.6807417,-73.7696248,"(40.6807417, -73.7696248)",174 PLACE                       ,127 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,268566,PASSENGER VEHICLE,UNKNOWN,,,
08/30/2012,10:45,MANHATTAN,10033,40.8448454,-73.9351811,"(40.8448454, -73.9351811)",AUDUBON AVENUE                  ,WEST 175 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,68339,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/13/2020,15:02,,,40.58848,-73.991875,"(40.58848, -73.991875)",BAY 44 STREET                   ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4300781,Sedan,,,,
01/24/2017,1:20,,,40.699265,-73.72717,"(40.699265, -73.72717)",CROSS ISLAND PARKWAY            ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,3604445,Station Wagon/Sport Utility Vehicle,,,,
07/29/2015,9:10,,,40.8464674,-73.9451536,"(40.8464674, -73.9451536)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3266943,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2019,0:25,,,40.816677,-73.893845,"(40.816677, -73.893845)",BRUCKNER EXPRESSWAY             ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,4213719,Sedan,Sedan,Sedan,Sedan,
05/12/2018,17:15,,,40.675735,-73.89686,"(40.675735, -73.89686)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3900129,Station Wagon/Sport Utility Vehicle,Sedan,,,
02/28/2017,15:45,QUEENS,11369,40.76183,-73.88069,"(40.76183, -73.88069)",,,88-01     30 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3624104,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/28/2017,20:15,BROOKLYN,11216,40.675354,-73.952774,"(40.675354, -73.952774)",SAINT MARKS AVENUE              ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659741,Sedan,Taxi,,,
08/17/2016,15:00,BROOKLYN,11226,40.641468,-73.95938,"(40.641468, -73.95938)",OCEAN AVENUE                    ,DORCHESTER ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3502432,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/28/2015,19:50,QUEENS,11421,40.688257,-73.8556447,"(40.688257, -73.8556447)",87 STREET                       ,91 AVENUE                       ,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3324125,PASSENGER VEHICLE,,,,
10/13/2018,15:45,BROOKLYN,11217,40.68306,-73.973785,"(40.68306, -73.973785)",ATLANTIC AVENUE                 ,6 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3999939,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
11/13/2012,19:20,,,,,,HOR HARDING EXPRESSWAY S SVC RD ,JUNCTION BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,264927,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/05/2013,9:30,QUEENS,11434,40.6723848,-73.7857391,"(40.6723848, -73.7857391)",ROCKAWAY BOULEVARD              ,BAISLEY BOULEVARD               ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,270137,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/09/2012,15:40,QUEENS,11358,40.7621323,-73.8037413,"(40.7621323, -73.8037413)",NORTHERN BOULEVARD              ,162 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,246181,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/27/2014,10:15,BRONX,10461,40.8401671,-73.8426116,"(40.8401671, -73.8426116)",WESTCHESTER AVENUE              ,FERRIS PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,358582,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/08/2013,12:15,,,,,,6 AVENUE                        ,BLEECKER STREET                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,10803,PASSENGER VEHICLE,TAXI,,,
07/30/2015,15:58,,,,,,WATER STREET                    ,OLD SLIP                        ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3268101,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/05/2018,15:02,BROOKLYN,11207,40.6545,-73.88222,"(40.6545, -73.88222)",VAN SICLEN AVENUE               ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4014790,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/27/2016,14:20,QUEENS,11418,40.7026895,-73.8394775,"(40.7026895, -73.8394775)",PARK LANE SOUTH                 ,112 STREET                      ,,0,0,0,0,0,0,0,0,Headlights Defective,Unspecified,,,,3379196,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/08/2015,16:15,MANHATTAN,10013,40.7204364,-74.0066956,"(40.7204364, -74.0066956)",ERICSSON PLACE                  ,VARICK STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3217088,PASSENGER VEHICLE,TAXI,,,
07/26/2017,18:00,BRONX,10475,40.890076,-73.819855,"(40.890076, -73.819855)",BOSTON ROAD                     ,ROPES AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3724674,Sedan,,,,
03/04/2019,23:16,BRONX,10452,40.84543,-73.91399,"(40.84543, -73.91399)",JEROME AVENUE                   ,FEATHERBED LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4091212,Tractor Truck Diesel,Sedan,,,
09/07/2020,6:40,BROOKLYN,11203,40.66041,-73.93424,"(40.66041, -73.93424)",SCHENECTADY AVENUE              ,RUTLAND ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4347743,Sedan,Sedan,Sedan,,
12/20/2018,10:00,,,40.764347,-73.82595,"(40.764347, -73.82595)",NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4048786,Tractor Truck Diesel,Sedan,,,
06/29/2017,1:19,MANHATTAN,10003,40.73467,-73.98011,"(40.73467, -73.98011)",,,335       1 AVENUE                      ,0,0,0,0,0,0,0,0,Illnes,,,,,3705226,Sedan,,,,
10/24/2019,19:12,BROOKLYN,11212,40.65641,-73.90638,"(40.65641, -73.90638)",HEGEMAN AVENUE                  ,THATFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4231639,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
08/27/2017,16:02,BROOKLYN,11204,40.62395,-73.98889,"(40.62395, -73.98889)",59 STREET                       ,17 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3739015,Sedan,Pick-up Truck,,,
08/14/2018,17:20,BROOKLYN,11236,40.642002,-73.898834,"(40.642002, -73.898834)",ROCKAWAY PARKWAY                ,AVENUE J,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3961889,Sedan,Sedan,,,
07/30/2017,15:30,BROOKLYN,11231,40.679035,-74.00559,"(40.679035, -74.00559)",COMMERCE STREET                 ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3721804,Sedan,Sedan,,,
01/16/2013,18:00,QUEENS,11358,40.7499732,-73.8054013,"(40.7499732, -73.8054013)",OAK AVENUE                      ,162 STREET                      ,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,248598,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
12/19/2015,15:10,QUEENS,11432,40.7051481,-73.7956894,"(40.7051481, -73.7956894)",164 STREET                      ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3356376,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/09/2017,16:15,QUEENS,11101,40.745865,-73.926704,"(40.745865, -73.926704)",43 AVENUE                       ,38 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3629238,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/12/2017,21:00,,,40.749184,-73.758194,"(40.749184, -73.758194)",220 STREET                      ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3689191,Station Wagon/Sport Utility Vehicle,Sedan,,,
