CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/13/2014,10:11,QUEENS,11693,40.6030305,-73.8200508,"(40.6030305, -73.8200508)",EAST 14 ROAD                    ,CROSS BAY BOULEVARD             ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,320289,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/07/2015,10:59,MANHATTAN,10029,40.7955403,-73.9480937,"(40.7955403, -73.9480937)",EAST 109 STREET                 ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3272897,VAN,PASSENGER VEHICLE,,,
01/08/2021,17:45,BROOKLYN,11229,40.59842,-73.96019,"(40.59842, -73.96019)",AVENUE U                        ,EAST 12 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4382962,Sedan,,,,
07/29/2016,8:30,,,40.68714,-73.80782,"(40.68714, -73.80782)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3495153,Tractor Truck Diesel,Sedan,,,
01/03/2013,18:35,QUEENS,11415,40.7120013,-73.8254559,"(40.7120013, -73.8254559)",QUEENS BOULEVARD                ,83 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,205128,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2014,9:15,,,40.6731102,-73.9995814,"(40.6731102, -73.9995814)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,2976633,PASSENGER VEHICLE,LIVERY VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,
07/28/2015,19:00,,,,,,101 AVENUE                      ,106 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3267229,PASSENGER VEHICLE,UNKNOWN,,,
04/17/2017,10:30,QUEENS,11435,40.690628,-73.79734,"(40.690628, -73.79734)",SUTPHIN BOULEVARD               ,GLASSBORO AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3656255,Sedan,Sedan,,,
11/25/2018,3:44,,,40.738266,-73.79706,"(40.738266, -73.79706)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4032689,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/12/2017,17:00,,,40.708965,-73.95673,"(40.708965, -73.95673)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3691856,Van,Box Truck,,,
07/24/2018,17:20,BRONX,10455,40.812664,-73.906334,"(40.812664, -73.906334)",EAST 149 STREET                 ,TINTON AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3947723,Station Wagon/Sport Utility Vehicle,Bike,,,
07/17/2018,9:00,,,40.697243,-73.813324,"(40.697243, -73.813324)",VANWYCK EXPRESSWAY              ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3943870,Box Truck,Station Wagon/Sport Utility Vehicle,,,
07/02/2017,14:00,,,40.588562,-74.14584,"(40.588562, -74.14584)",ROCKLAND AVENUE                 ,FOREST HILL ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3703518,Sedan,Sedan,,,
05/25/2015,16:30,QUEENS,11101,40.7425234,-73.949232,"(40.7425234, -73.949232)",21 STREET                       ,49 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3227938,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/15/2013,12:30,,,,,,,,FENCE 150-03 29 AVE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,253604,OTHER,,,,
05/25/2018,11:34,BROOKLYN,11218,40.646626,-73.98308,"(40.646626, -73.98308)",FORT HAMILTON PARKWAY           ,BILLS PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3909960,Station Wagon/Sport Utility Vehicle,Van,,,
08/18/2012,11:30,STATEN ISLAND,10305,40.5907529,-74.0883648,"(40.5907529, -74.0883648)",HYLAN BOULEVARD                 ,BURGHER AVENUE                  ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,293785,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2018,15:00,,,40.779182,-73.826675,"(40.779182, -73.826675)",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4055678,Station Wagon/Sport Utility Vehicle,,,,
03/16/2014,1:00,QUEENS,11433,40.699716,-73.7986849,"(40.699716, -73.7986849)",LIBERTY AVENUE                  ,158 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,306636,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/16/2017,23:55,MANHATTAN,10019,40.762238,-73.9763,"(40.762238, -73.9763)",,,40        WEST 55 STREET                ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3671148,Sedan,Sedan,,,
09/10/2015,9:45,,,,,,ROCKAWAY FREEWAY                ,CROSS BAY BOULEVARD             ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3294068,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/16/2018,14:24,MANHATTAN,10002,40.716156,-73.979576,"(40.716156, -73.979576)",,,292       DELANCEY STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,3982275,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2018,8:00,QUEENS,11368,40.737286,-73.85595,"(40.737286, -73.85595)",CALLOWAY STREET                 ,60 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Backing Unsafely,,,,3881362,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/31/2015,15:50,,,,,,YELLOWSTONE BOULEVARD           ,QUEENS BOULEVARD                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3195411,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/17/2014,9:55,BROOKLYN,11233,40.6771023,-73.9247844,"(40.6771023, -73.9247844)",ATLANTIC AVENUE                 ,BUFFALO AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1025582,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/16/2020,8:20,,,40.65291,-73.9777,"(40.65291, -73.9777)",VANDERBILT STREET               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4320983,Station Wagon/Sport Utility Vehicle,,,,
10/31/2012,18:40,QUEENS,11355,40.7571441,-73.8270918,"(40.7571441, -73.8270918)",KISSENA BOULEVARD               ,SANFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,247452,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/01/2019,18:15,QUEENS,11374,40.733437,-73.86418,"(40.733437, -73.86418)",,,61-35     JUNCTION BOULEVARD            ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4089274,Station Wagon/Sport Utility Vehicle,Sedan,,,
07/15/2020,18:00,,,40.759686,-73.821175,"(40.759686, -73.821175)",BARCLAY AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4328725,Sedan,Station Wagon/Sport Utility Vehicle,,,
02/15/2019,13:33,MANHATTAN,10006,40.70808,-74.01445,"(40.70808, -74.01445)",,,90        WASHINGTON STREET             ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4081545,Sedan,Sedan,,,
10/16/2016,16:14,,,40.843735,-73.895905,"(40.843735, -73.895905)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3541025,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2012,2:15,QUEENS,11101,40.7442385,-73.9279746,"(40.7442385, -73.9279746)",QUEENS BOULEVARD                ,37 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240177,UNKNOWN,SMALL COM VEH(4 TIRES) ,,,
02/05/2017,22:00,QUEENS,11434,40.66851,-73.76626,"(40.66851, -73.76626)",144 AVENUE                      ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3610343,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
11/06/2016,13:00,,,40.677174,-73.924774,"(40.677174, -73.924774)",ATLANTIC AVENUE                 ,,,1,0,0,0,0,0,1,0,Passing Too Closely,Passing or Lane Usage Improper,Unspecified,,,3556457,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
06/24/2021,16:33,MANHATTAN,10026,40.800663,-73.946465,"(40.800663, -73.946465)",EAST 116 STREET,5 AVENUE,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4430833,Sedan,E-Scooter,,,
03/23/2015,14:00,BROOKLYN,11233,40.6761397,-73.9071563,"(40.6761397, -73.9071563)",ATLANTIC AVENUE                 ,SHERLOCK PLACE                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3190862,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/13/2019,11:05,MANHATTAN,10012,40.724857,-73.99551,"(40.724857, -73.99551)",,,307       LAFAYETTE STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4242190,Sedan,Pick-up Truck,,,
11/17/2012,14:00,BRONX,10463,40.8851707,-73.9073272,"(40.8851707, -73.9073272)",WEST 235 STREET                 ,RIVERDALE AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,107481,PASSENGER VEHICLE,OTHER,,,
02/02/2018,20:49,BROOKLYN,11220,40.637196,-74.00779,"(40.637196, -74.00779)",57 STREET                       ,8 AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3839244,Station Wagon/Sport Utility Vehicle,,,,
10/21/2018,11:25,,,40.881634,-73.854126,"(40.881634, -73.854126)",EAST 220 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4004596,Sedan,Sedan,,,
07/27/2013,22:07,QUEENS,11372,40.753146,-73.890612,"(40.753146, -73.890612)",34 AVENUE                       ,76 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,282748,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/08/2017,20:15,BROOKLYN,11204,40.6131,-73.97858,"(40.6131, -73.97858)",64 STREET                       ,23 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3727990,Station Wagon/Sport Utility Vehicle,Sedan,,,
07/11/2021,2:00,QUEENS,11418,40.700253,-73.83105,"(40.700253, -73.83105)",BABBAGE STREET,LEFFERTS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4435682,Sedan,,,,
12/09/2015,9:45,,,40.6960106,-73.9734401,"(40.6960106, -73.9734401)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3349883,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/25/2016,9:34,QUEENS,11422,40.6735712,-73.7335235,"(40.6735712, -73.7335235)",MERRICK BOULEVARD               ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3394983,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/23/2019,20:00,QUEENS,11101,40.748924,-73.937386,"(40.748924, -73.937386)",NORTHERN BOULEVARD              ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4228847,Station Wagon/Sport Utility Vehicle,Van,,,
11/11/2019,14:00,,,40.752724,-73.996796,"(40.752724, -73.996796)",9 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4239715,Sedan,Sedan,,,
03/10/2015,13:00,BRONX,10452,40.8385991,-73.9188484,"(40.8385991, -73.9188484)",JEROME AVENUE                   ,MARCY PLACE                     ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3183622,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,
12/27/2016,13:19,BROOKLYN,11213,40.679035,-73.938515,"(40.679035, -73.938515)",HERKIMER STREET                 ,ALBANY AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3587557,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/17/2013,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2965232,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
09/08/2016,17:03,BROOKLYN,11207,40.657753,-73.89612,"(40.657753, -73.89612)",LINDEN BOULEVARD                ,WILLIAMS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3516128,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2019,1:25,,,40.751328,-73.94109,"(40.751328, -73.94109)",QUEENS PLAZA NORTH              ,24 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4133994,Taxi,Station Wagon/Sport Utility Vehicle,,,
06/09/2018,18:10,BRONX,10463,40.874218,-73.904976,"(40.874218, -73.904976)",,,2840      BAILEY AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3918385,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/01/2018,9:30,QUEENS,11429,40.714375,-73.749,"(40.714375, -73.749)",,,95-37     211 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3854698,Sedan,Station Wagon/Sport Utility Vehicle,,,
08/17/2017,18:00,,,40.709465,-74.0148,"(40.709465, -74.0148)",WEST STREET                     ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3732629,Sedan,,,,
07/19/2021,12:43,,,40.639706,-74.13909,"(40.639706, -74.13909)",RICHMOND TERRACE,NICHOLAS AVENUE,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,4438534,Sedan,,,,
02/01/2014,7:50,QUEENS,11101,40.7489156,-73.9373965,"(40.7489156, -73.9373965)",QUEENS BOULEVARD                ,JACKSON AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,245075,VAN,PASSENGER VEHICLE,,,
